account_age_days,transaction_amount,hour,weekday,month,is_high_value,transaction_amount_log,channel_Atm,channel_Mobile,channel_Pos,channel_Web,kyc_verified_No,kyc_verified_Yes,is_fraud
469,18481,21,3,8,0,9.824552564447986,True,False,False,False,0,1,0
2430,15992,14,0,8,0,9.67990640549087,False,True,False,False,0,1,0
1963,15680,17,3,8,0,9.660205067381032,False,False,True,False,0,1,0
2399,17754,2,0,8,0,9.784422445377189,False,False,False,True,1,0,1
1878,5165,0,1,8,0,8.549853973655786,False,False,False,True,0,1,0
2327,299992,9,0,8,1,12.611514420032778,False,False,False,True,0,1,1
209,13004,22,5,8,0,9.473089177882752,False,True,False,False,1,0,0
2166,6744,15,6,8,0,8.816556768641856,False,False,False,True,0,1,0
1264,52142,4,3,8,1,10.861745223231589,False,True,False,False,0,1,0
1211,283710,1,4,8,1,12.555711393397408,False,False,True,False,0,1,1
2533,12165,1,3,8,0,9.40640045488065,False,False,False,True,0,1,0
2709,242124,13,5,8,1,12.397209400709297,False,False,True,False,0,1,0
2347,111687,11,3,8,1,11.623464548668483,False,False,False,True,1,0,1
1554,60513,0,4,8,1,11.010630022207613,False,False,False,True,0,1,0
500,42096,20,6,8,0,10.647731758224072,False,True,False,False,1,0,0
724,30452,18,5,8,0,10.32393979045254,False,True,False,False,1,0,0
2740,8924,13,0,8,0,9.09661160664784,False,True,False,False,0,1,0
1330,7378,23,4,8,0,8.906393407058367,False,False,True,False,1,0,1
2075,7648,5,4,8,0,8.942330199321866,False,True,False,False,0,1,0
1279,4881,14,3,8,0,8.493310250952906,False,False,False,True,0,1,0
48,8259,2,4,8,0,9.019179866515024,False,False,True,False,0,1,0
2554,9472,17,1,8,0,9.156200925875535,True,False,False,False,0,1,0
1995,4420,10,6,8,0,8.394121193826242,False,True,False,False,0,1,0
1009,10711,14,4,8,0,9.279119887371008,False,False,False,True,0,1,0
2511,12759,16,6,8,0,9.454070556898781,False,True,False,False,0,1,0
1300,18241,15,0,8,0,9.811481906740104,False,False,True,False,0,1,0
1807,3734,0,5,8,0,8.225503097566918,False,False,False,True,0,1,0
2493,9904,15,0,8,0,9.20079495913265,False,False,False,True,0,1,0
2668,7307,17,5,8,0,8.896724917497897,False,False,False,True,0,1,0
219,223105,10,4,8,1,12.315402273828603,False,True,False,False,0,1,0
2718,8133,17,4,8,0,9.00380808646717,False,True,False,False,0,1,0
631,268167,22,2,8,1,12.499368928766422,False,False,False,True,0,1,0
2372,10153,9,3,8,0,9.22562299550734,False,True,False,False,0,1,0
1472,5900,19,1,8,0,8.682877107057168,False,False,False,True,0,1,0
773,10487,20,0,8,0,9.257987025443535,False,False,False,True,1,0,0
80,26683,10,5,8,0,10.191819413829405,False,True,False,False,0,1,0
131,8120,4,1,8,0,9.002208578282412,False,True,False,False,0,1,0
264,250391,3,0,8,1,12.430782968815915,False,True,False,False,0,1,0
2165,5593,11,1,8,0,8.629449873761905,False,False,True,False,1,0,0
2113,7081,6,6,8,0,8.86531163267185,False,True,False,False,0,1,0
695,5362,9,0,8,0,8.587278798982926,False,False,False,True,0,1,1
2330,18770,12,3,8,0,9.840068404666473,False,False,False,True,0,1,0
1987,13289,13,3,8,0,9.494767151707292,False,True,False,False,0,1,0
2984,5275,13,5,8,0,8.570923513837204,False,True,False,False,0,1,0
2203,7693,12,0,8,0,8.94819608331224,False,True,False,False,0,1,0
2488,140201,3,0,8,1,11.850839518816112,False,False,False,True,0,1,0
239,14776,16,6,8,0,9.600827196903634,False,True,False,False,0,1,0
1464,14579,0,5,8,0,9.587406005562649,False,True,False,False,0,1,1
155,7132,0,6,8,0,8.872487182278038,False,True,False,False,0,1,0
1813,5686,11,4,8,0,8.645938147306799,True,False,False,False,0,1,0
1422,9538,9,4,8,0,9.163143937145207,False,False,False,True,0,1,0
463,11023,22,4,8,0,9.30782999325344,False,True,False,False,0,1,0
2229,6928,12,0,8,0,8.843470781627381,False,False,False,True,1,0,0
1451,51528,17,5,8,1,10.849900034962806,False,False,False,True,0,1,1
621,3237,22,4,8,0,8.08271113423758,False,False,False,True,0,1,0
1327,7444,19,4,8,0,8.915297945118109,False,True,False,False,0,1,0
546,7195,23,3,8,0,8.881280595070423,False,False,False,True,0,1,0
1770,5667,13,5,8,0,8.64259160081057,False,False,False,True,0,1,0
196,5013,16,3,8,0,8.519989278718239,True,False,False,False,1,0,1
1965,6900,10,2,8,0,8.839421607620602,False,False,True,False,0,1,0
2109,12034,9,5,8,0,9.395574350217172,False,True,False,False,0,1,0
2410,5588,8,4,8,0,8.628555659269699,False,False,False,True,0,1,0
2237,6127,1,3,8,0,8.720623711420426,False,True,False,False,0,1,0
2979,13091,9,3,8,0,9.47975663562107,True,False,False,False,0,1,0
2915,118000,15,1,8,1,11.678448377988165,True,False,False,False,0,1,0
2918,7634,7,4,8,0,8.940498217652733,False,True,False,False,0,1,0
1065,5230,1,1,8,0,8.562357743370612,False,False,True,False,0,1,0
506,236097,21,6,8,1,12.372002252050855,False,True,False,False,0,1,0
1067,8471,22,3,8,0,9.044521887281242,False,True,False,False,0,1,0
439,11870,21,5,8,0,9.381853730053534,False,True,False,False,0,1,0
2306,108343,13,5,8,1,11.593066629335206,False,False,True,False,0,1,1
1177,8878,20,2,8,0,9.091444217032327,False,False,False,True,1,0,0
354,13717,6,1,8,0,9.526464118059266,False,True,False,False,0,1,0
273,11240,12,2,8,0,9.327323087461798,False,False,False,True,0,1,0
1669,10275,15,0,8,0,9.237566358229774,False,False,False,True,0,1,0
2820,12258,13,0,8,0,9.414015640094995,True,False,False,False,0,1,0
1056,8119,8,1,8,0,9.002085433155724,False,False,True,False,0,1,0
985,7445,17,6,8,0,8.915432254432663,False,False,False,True,0,1,0
2177,2248,3,1,8,0,7.718240951959316,False,True,False,False,0,1,0
1110,119853,22,0,8,1,11.694029614357744,False,False,True,False,1,0,1
1977,9092,0,0,8,0,9.115260165725912,False,True,False,False,0,1,0
782,12011,8,4,8,0,9.39366142910322,False,True,False,False,0,1,0
45,17120,14,1,8,0,9.748061059204817,False,False,False,True,0,1,0
1877,12459,21,1,8,0,9.430278792341444,False,False,False,True,0,1,0
486,17135,3,5,8,0,9.74893679268753,False,True,False,False,0,1,0
456,5605,20,2,8,0,8.631592731724734,False,True,False,False,0,1,0
494,10884,11,6,8,0,9.295140973668648,False,False,True,False,0,1,0
124,6109,23,0,8,0,8.71768205216564,False,False,False,True,0,1,0
2517,4546,23,4,8,0,8.42222295382501,False,False,False,True,1,0,0
1719,135698,15,5,8,1,11.81819447659905,False,False,False,True,0,1,0
2871,98466,22,0,8,1,11.49747674564593,False,True,False,False,0,1,0
473,10649,2,4,8,0,9.273315171137572,False,True,False,False,1,0,0
2336,16449,15,0,8,0,9.708080756193517,False,False,False,True,0,1,0
737,7644,21,1,8,0,8.941807118363164,False,False,False,True,0,1,0
359,7898,13,3,8,0,8.97449144816442,False,False,True,False,0,1,0
616,17728,23,3,8,0,9.782956995898381,False,False,True,False,0,1,0
2562,55876,16,1,8,1,10.93090812545872,False,False,False,True,1,0,0
2597,3170,20,4,8,0,8.061802274538348,False,True,False,False,0,1,0
219,6308,8,6,8,0,8.74973246437081,False,False,False,True,0,1,0
365,33731,19,4,8,0,10.426202220694533,False,False,False,True,0,1,0
2482,59594,9,6,8,1,10.99532695691681,False,True,False,False,1,0,0
289,17032,13,2,8,0,9.742907917860578,False,False,True,False,0,1,0
2354,6041,7,0,8,0,8.706490361946617,False,False,False,True,0,1,0
1278,5826,23,2,8,0,8.670257567143075,False,True,False,False,0,1,0
505,7286,23,5,8,0,8.893847217670283,False,True,False,False,0,1,0
1553,3726,19,3,8,0,8.223358899479258,True,False,False,False,1,0,0
2467,4016,5,4,8,0,8.298290634359283,False,True,False,False,0,1,0
1998,11195,12,2,8,0,9.323311850635344,False,True,False,False,0,1,0
2486,11424,22,4,8,0,9.343559215762406,False,False,True,False,0,1,0
1788,126700,13,3,8,1,11.749585258937909,False,False,True,False,1,0,0
2655,18992,3,1,8,0,9.851825769212237,False,False,False,True,0,1,0
2742,5676,11,0,8,0,8.644178203170727,False,False,False,True,0,1,0
1619,6301,0,3,8,0,8.74862232231722,False,True,False,False,0,1,0
462,14017,19,2,8,0,9.54809749706027,False,False,False,True,0,1,0
211,5268,22,4,8,0,8.569595870209286,False,True,False,False,0,1,0
900,3369,18,0,8,0,8.122668023346407,False,True,False,False,0,1,0
819,78345,8,0,8,1,11.268890193513466,False,False,False,True,0,1,0
380,20123,8,3,8,0,9.909668411611209,False,True,False,False,0,1,0
1757,3774,11,1,8,0,8.236155661683124,False,False,False,True,0,1,0
984,189273,16,3,8,1,12.150950979639626,False,False,False,True,0,1,1
2780,131602,21,1,8,1,11.787545093966104,False,True,False,False,0,1,0
1449,9665,16,0,8,0,9.17636985240503,False,False,False,True,1,0,0
236,3940,5,2,8,0,8.279189777195004,False,False,False,True,0,1,0
497,250631,21,2,8,1,12.431741006827494,False,False,False,True,1,0,1
2872,299358,2,4,8,1,12.60939880104269,False,True,False,False,0,1,0
2369,5232,21,2,8,0,8.562740006372207,False,False,False,True,0,1,0
2526,6623,21,4,8,0,8.798454696065095,True,False,False,False,0,1,0
1587,3707,17,5,8,0,8.218247926685745,False,True,False,False,0,1,0
2791,15403,17,4,8,0,9.6423824949348,False,False,False,True,0,1,0
553,4820,21,2,8,0,8.480736654405622,False,True,False,False,0,1,0
1097,5286,8,3,8,0,8.57300625623545,False,False,False,True,0,1,0
2915,5018,5,4,8,0,8.520985989654934,False,True,False,False,0,1,0
444,2542,1,4,8,0,7.841099765422119,False,False,False,True,0,1,0
403,8282,20,1,8,0,9.021960500598263,False,False,True,False,0,1,0
2007,220515,21,3,8,1,12.303725533594793,True,False,False,False,0,1,0
2443,7355,5,6,8,0,8.903271585724212,False,False,False,True,1,0,0
2472,3679,10,5,8,0,8.210668031162976,False,True,False,False,0,1,0
2385,20544,5,0,8,0,9.93037288131751,False,False,False,True,0,1,0
1039,12954,7,2,8,0,9.46923709299621,False,True,False,False,0,1,0
1825,10906,19,5,8,0,9.297160063928743,False,True,False,False,0,1,0
2528,40253,4,0,8,0,10.602964656790943,False,False,False,True,0,1,0
183,10021,18,0,8,0,9.21253795551967,False,True,False,False,0,1,0
959,17266,5,4,8,0,9.75655244441243,False,False,True,False,0,1,0
423,4007,2,5,8,0,8.2960476427647,True,False,False,False,0,1,0
45,92674,15,6,8,1,11.436854028018933,False,False,True,False,0,1,1
1267,6506,7,4,8,0,8.780633799494984,False,True,False,False,0,1,0
31,11039,17,4,8,0,9.309280319831087,True,False,False,False,0,1,0
1164,9608,19,5,8,0,9.170455438277267,False,False,False,True,1,0,1
2237,9034,6,1,8,0,9.10886120302633,False,False,True,False,0,1,0
2862,16003,8,5,8,0,9.680593969977126,False,False,False,True,0,1,0
1556,7085,5,1,8,0,8.865876285425417,False,False,False,True,0,1,0
2015,3736,3,5,8,0,8.226038429485484,False,False,True,False,0,1,0
2383,273227,7,2,8,1,12.518061890446164,False,False,True,False,0,1,0
2190,5942,22,4,8,0,8.68996933536666,True,False,False,False,0,1,0
61,224606,19,5,8,1,12.32210748731907,True,False,False,False,0,1,0
1079,28432,15,1,8,0,10.255305721413517,False,False,True,False,0,1,0
2507,4843,20,1,8,0,8.485496104672983,False,False,False,True,0,1,0
2308,105710,10,5,8,1,11.568464234560931,False,True,False,False,0,1,1
1840,9209,13,5,8,0,9.128045129249353,True,False,False,False,0,1,0
385,18393,6,6,8,0,9.819779803462643,False,False,False,True,0,1,0
1817,15337,8,3,8,0,9.638088688324805,False,False,False,True,1,0,0
2304,3142,11,0,8,0,8.052933036797567,False,True,False,False,0,1,0
1898,3779,7,4,8,0,8.237479288613633,False,False,True,False,0,1,0
1332,65554,17,4,8,1,11.090644763933502,False,True,False,False,0,1,0
346,132181,23,6,8,1,11.791935039792104,True,False,False,False,1,0,0
1366,4622,13,0,8,0,8.438799123988225,False,True,False,False,0,1,0
1537,4473,8,3,8,0,8.406038142050075,False,False,False,True,0,1,0
2906,8142,8,4,8,0,9.004913941467132,False,True,False,False,1,0,0
1669,5160,10,0,8,0,8.548885638148727,False,False,True,False,0,1,0
1864,9230,0,4,8,0,9.130322663990151,True,False,False,False,0,1,0
2661,3082,11,4,8,0,8.03365842788615,False,False,True,False,0,1,0
1491,7987,5,4,8,0,8.985695694535705,False,True,False,False,1,0,0
1648,10105,18,4,8,0,9.220884585851854,False,True,False,False,0,1,0
1254,152714,7,2,8,1,11.936328718209406,False,True,False,False,1,0,0
670,10896,13,4,8,0,9.296242800976886,False,False,True,False,0,1,0
2096,6067,19,4,8,0,8.710784340468424,False,False,False,True,0,1,0
2380,27976,6,6,8,0,10.239138023028598,False,False,False,True,0,1,0
1476,4230,16,5,8,0,8.350193650720067,False,True,False,False,0,1,0
2357,6401,2,1,8,0,8.764365720529808,False,False,True,False,0,1,0
92,4979,3,2,8,0,8.513185170018698,False,False,False,True,0,1,0
2760,5512,4,6,8,0,8.614864218589684,True,False,False,False,0,1,0
1495,274168,0,1,8,1,12.521499983555637,False,False,False,True,0,1,0
2501,25264,8,3,8,0,10.137175317726008,True,False,False,False,0,1,0
2750,1323,8,3,8,0,7.188412736496954,False,False,False,True,1,0,0
2847,6682,2,5,8,0,8.80732226751107,False,False,False,True,0,1,0
75,243649,5,5,8,1,12.403488048271653,False,False,False,True,0,1,0
528,11676,20,0,8,0,9.365376374075716,True,False,False,False,1,0,0
852,48457,21,5,8,0,10.788452722367374,False,False,False,True,1,0,0
606,7370,19,4,8,0,8.905308661189288,False,False,False,True,0,1,0
2488,20648,12,2,8,0,9.935422171066474,False,True,False,False,0,1,0
1727,13894,8,0,8,0,9.539284342176604,False,False,False,True,0,1,0
526,9889,9,6,8,0,9.199279424616758,False,True,False,False,0,1,0
1120,5129,23,5,8,0,8.542860938164814,False,True,False,False,1,0,1
2125,10476,2,4,8,0,9.256937657352966,False,True,False,False,0,1,0
347,5603,2,1,8,0,8.631235907456897,False,False,False,True,1,0,0
202,4120,12,1,8,0,8.323851131338817,False,True,False,False,0,1,0
2656,10105,6,4,8,0,9.220884585851854,False,False,True,False,1,0,0
1230,7248,0,2,8,0,8.888618807300878,False,True,False,False,0,1,0
2510,8966,15,6,8,0,9.101306450952048,True,False,False,False,1,0,0
507,15599,0,1,8,0,9.655026193237628,False,False,True,False,1,0,0
1666,297196,20,1,8,1,12.602150497562143,False,True,False,False,0,1,0
719,5608,19,0,8,0,8.632127729508337,False,False,True,False,0,1,0
670,17858,21,5,8,0,9.7902628618215,False,True,False,False,0,1,0
2701,8395,1,0,8,0,9.035510680940524,False,True,False,False,0,1,0
1412,16108,12,5,8,0,9.687133400997965,False,True,False,False,0,1,0
2597,6776,22,3,8,0,8.821289805136113,False,True,False,False,1,0,0
2814,8297,5,1,8,0,9.023769800892813,False,True,False,False,0,1,0
2519,12407,17,1,8,0,9.426096704856375,False,False,True,False,1,0,0
2898,221790,10,5,8,1,12.309490775978647,False,False,False,True,0,1,0
1574,6639,1,4,8,0,8.80086724247048,False,True,False,False,0,1,0
1342,3397,16,2,8,0,8.130942302231878,True,False,False,False,0,1,0
2103,13327,19,0,8,0,9.497622364406624,False,True,False,False,1,0,1
1014,6817,16,2,8,0,8.827321452697849,False,False,False,True,1,0,0
2235,8049,0,4,8,0,8.99342737041261,False,True,False,False,0,1,0
151,104788,8,2,8,1,11.559704083528139,False,False,True,False,0,1,0
1506,75601,16,2,8,1,11.233238016844151,False,True,False,False,0,1,0
917,217703,11,4,8,1,12.29089162096289,False,False,False,True,0,1,0
1451,7527,18,2,8,0,8.926384681265215,False,True,False,False,0,1,0
2373,71131,17,1,8,1,11.172292584863552,False,True,False,False,0,1,0
91,16876,11,5,8,0,9.733707027236484,False,True,False,False,0,1,0
343,66154,2,0,8,1,11.099755752476511,False,True,False,False,0,1,1
274,65254,2,1,8,1,11.086057950601628,False,True,False,False,0,1,0
2800,6329,19,5,8,0,8.753055515138222,False,False,False,True,0,1,0
2700,13942,6,5,8,0,9.54273286919502,False,False,False,True,0,1,0
1480,268332,12,2,8,1,12.499984025495793,False,True,False,False,0,1,0
660,6851,22,2,8,0,8.832295859444011,False,False,True,False,0,1,0
1425,7132,7,0,8,0,8.872487182278038,False,True,False,False,0,1,0
2968,6725,12,6,8,0,8.813735892300215,False,False,True,False,0,1,0
687,11802,12,5,8,0,9.37610901542907,False,False,False,True,0,1,0
228,6157,1,6,8,0,8.725507328484445,False,False,True,False,0,1,0
999,8114,5,3,8,0,9.00146947994869,False,False,False,True,0,1,0
429,9444,4,2,8,0,9.15324077993561,False,True,False,False,1,0,0
1858,10606,21,1,8,0,9.26926943950547,False,False,False,True,0,1,0
422,8919,21,3,8,0,9.096051225574055,False,True,False,False,0,1,0
2010,13264,22,1,8,0,9.49288426657184,False,False,False,True,0,1,0
557,3282,14,2,8,0,8.096512917501594,False,True,False,False,0,1,0
558,6584,11,5,8,0,8.792549614177382,False,False,False,True,1,0,1
2607,8171,20,3,8,0,9.008468955937513,False,True,False,False,0,1,0
2558,3634,9,6,8,0,8.19836438996762,False,False,False,True,0,1,0
1063,23635,6,1,8,0,10.070526252465566,False,False,False,True,0,1,0
699,16277,23,4,8,0,9.697569781886987,False,True,False,False,0,1,0
2576,10129,2,5,8,0,9.22325659724273,False,False,True,False,0,1,0
2060,12095,7,6,8,0,9.400630098419315,False,False,False,True,0,1,0
29,5458,4,6,8,0,8.605020901781758,False,False,False,True,0,1,0
1221,7116,16,6,8,0,8.87024156729927,True,False,False,False,0,1,0
971,263949,2,0,8,1,12.483514970251763,True,False,False,False,0,1,0
468,8780,7,6,8,0,9.080345575359996,False,True,False,False,0,1,0
1377,10536,10,4,8,0,9.262648151599528,False,True,False,False,0,1,0
2395,5515,18,5,8,0,8.615408238913192,False,False,False,True,0,1,0
1206,28044,14,2,8,0,10.241565641942437,True,False,False,False,0,1,0
724,14424,7,6,8,0,9.5767180913763,False,False,False,True,0,1,0
2371,1577,12,1,8,0,7.363913501405819,False,True,False,False,0,1,0
2071,9357,5,4,8,0,9.143986871426161,False,True,False,False,0,1,0
335,9592,3,3,8,0,9.168788944817948,False,False,False,True,0,1,0
2215,4809,20,1,8,0,8.478452363099807,False,False,False,True,0,1,0
972,7924,1,0,8,0,8.977777598745481,False,False,False,True,0,1,0
1329,9910,23,5,8,0,9.201400530406708,False,True,False,False,0,1,0
1359,2695,1,4,8,0,7.899524472032198,False,True,False,False,0,1,0
2152,4450,7,6,8,0,8.400884069015854,False,False,True,False,0,1,0
2131,240994,22,2,8,1,12.392531465369606,False,False,True,False,0,1,0
2538,248712,2,0,8,1,12.424054900238803,False,False,False,True,0,1,1
2952,9457,1,6,8,0,9.15461622320382,False,False,False,True,0,1,0
2756,19296,14,0,8,0,9.867704922396356,False,False,True,False,0,1,0
545,9997,5,1,8,0,9.210140351973516,False,False,False,True,0,1,0
1900,14224,8,2,8,0,9.562756258994531,False,True,False,False,1,0,1
1561,4322,16,2,8,0,8.371704884667631,False,False,True,False,1,0,0
2114,227909,7,3,8,1,12.336706093165377,False,True,False,False,0,1,1
1202,15898,12,0,8,0,9.67401149314871,False,True,False,False,0,1,0
2613,3351,22,4,8,0,8.117312461601975,True,False,False,False,0,1,0
2867,280699,5,4,8,1,12.545041762349975,False,False,False,True,0,1,0
2711,22409,6,3,8,0,10.017262566794972,False,False,True,False,0,1,0
894,3782,1,5,8,0,8.23827262463303,False,False,False,True,0,1,0
523,15606,13,1,8,0,9.655474810542554,False,False,False,True,0,1,0
480,7120,6,0,8,0,8.870803443982124,False,False,True,False,0,1,0
1553,3673,18,5,8,0,8.20903626577507,False,False,False,True,0,1,0
201,226826,22,4,8,1,12.331942891369176,False,True,False,False,0,1,0
1713,7124,7,4,8,0,8.871365005136852,False,False,False,True,0,1,0
1496,20534,3,0,8,0,9.929886026390658,False,False,True,False,0,1,0
1073,10359,15,0,8,0,9.245707515813473,False,True,False,False,0,1,0
1679,12610,5,4,8,0,9.442324727955874,False,False,False,True,0,1,0
326,92390,10,5,8,1,11.433784850288433,False,False,False,True,0,1,0
2055,6215,14,4,8,0,8.734881892047483,False,False,False,True,0,1,0
2618,8334,23,3,8,0,9.028218795184895,False,True,False,False,0,1,0
1639,10948,8,4,8,0,9.301003406873425,False,False,False,True,0,1,0
1719,27833,19,1,8,0,10.234013573979798,False,True,False,False,0,1,0
2177,5239,13,4,8,0,8.564076777315087,False,True,False,False,0,1,0
1873,21613,0,1,8,0,9.98109653186311,False,False,False,True,0,1,0
1156,3977,10,5,8,0,8.288534459413917,False,False,False,True,0,1,0
1878,11174,21,6,8,0,9.32143441948177,False,True,False,False,1,0,1
196,13074,6,3,8,0,9.478457288933123,False,False,False,True,0,1,0
2567,8078,17,0,8,0,8.997023381479709,False,True,False,False,1,0,0
2108,14536,21,5,8,0,9.584452402426324,False,False,True,False,1,0,0
796,7917,3,0,8,0,8.976893927666076,False,False,False,True,0,1,0
1975,29064,7,5,8,0,10.277289980135452,False,True,False,False,0,1,0
2682,4536,6,5,8,0,8.420021279663963,False,False,True,False,0,1,0
2974,197228,18,1,8,1,12.192120769162113,False,False,False,True,1,0,0
1492,6427,0,1,8,0,8.768418726857403,False,True,False,False,1,0,0
558,6765,18,4,8,0,8.819665349340653,False,False,False,True,0,1,0
331,8362,11,6,8,0,9.031572493381526,False,True,False,False,0,1,0
943,14168,20,6,8,0,9.558811758564227,False,True,False,False,0,1,0
295,6581,1,0,8,0,8.792093929503284,False,True,False,False,0,1,0
332,1225,8,4,8,0,7.111512116496157,False,False,True,False,0,1,0
537,13027,23,4,8,0,9.474856166396124,False,True,False,False,0,1,0
349,9286,9,4,8,0,9.13637085177601,False,False,False,True,0,1,0
569,176286,2,1,8,1,12.079868627720504,False,True,False,False,0,1,1
655,6126,16,0,8,0,8.720460512725655,False,False,False,True,0,1,0
2459,15178,21,5,8,0,9.627668172626858,False,False,False,True,0,1,0
1190,9333,19,0,8,0,9.141418926509761,False,False,True,False,0,1,0
121,4262,11,6,8,0,8.35772841676521,False,False,True,False,0,1,0
1205,147306,19,0,8,1,11.9002741233854,False,False,False,True,0,1,1
1256,2630,22,1,8,0,7.875119281040293,False,False,False,True,0,1,0
239,6290,8,2,8,0,8.74687531957003,False,False,False,True,0,1,0
1062,3789,6,1,8,0,8.240121298076472,False,True,False,False,0,1,0
1780,10069,18,6,8,0,9.217315985712608,False,True,False,False,1,0,0
758,68600,11,1,8,1,11.136062390867204,False,True,False,False,0,1,0
2786,131239,22,5,8,1,11.784782987075038,False,True,False,False,0,1,0
655,7273,18,0,8,0,8.892061625546935,False,True,False,False,0,1,0
1235,56294,14,3,8,1,10.938361000237231,False,False,True,False,0,1,0
2771,6874,2,0,8,0,8.835646922534773,True,False,False,False,0,1,0
143,25102,2,6,8,0,10.130742639890052,False,True,False,False,0,1,0
1156,15325,13,5,8,0,9.637306011530349,False,False,False,True,0,1,0
991,180702,9,1,8,1,12.10461007854544,False,True,False,False,0,1,0
1176,2857,10,4,8,0,7.957877358489813,False,False,False,True,0,1,0
1881,5719,3,6,8,0,8.651724084373843,False,False,True,False,0,1,0
2622,7921,10,5,8,0,8.977398978181862,False,False,True,False,0,1,0
1433,58364,4,0,8,1,10.974471674086764,False,True,False,False,1,0,0
2509,6926,3,1,8,0,8.843182098022606,False,True,False,False,1,0,0
2362,13422,17,5,8,0,9.504724932487637,False,False,False,True,0,1,0
1460,8852,23,5,8,0,9.08851166361105,False,True,False,False,0,1,0
2168,15446,15,4,8,0,9.64517008871425,False,True,False,False,0,1,0
1588,11724,10,4,8,0,9.36947859331448,False,True,False,False,1,0,0
1134,24507,19,5,8,0,10.106754873845546,False,False,False,True,0,1,0
591,21322,18,3,8,0,9.967541581326234,False,False,False,True,1,0,0
1218,134094,1,2,8,1,11.80630378296689,False,True,False,False,0,1,1
765,13940,9,1,8,0,9.542589417753089,False,True,False,False,0,1,0
1894,242494,16,5,8,1,12.398736370590408,True,False,False,False,0,1,1
205,2634,7,1,8,0,7.876638460975463,False,False,False,True,0,1,1
2184,176991,15,0,8,1,12.083859812794405,False,False,False,True,0,1,1
2826,4506,4,1,8,0,8.413387022690648,False,True,False,False,0,1,0
1321,118430,18,6,8,1,11.68208579148636,False,False,False,True,0,1,1
2598,12059,3,5,8,0,9.397649470281177,False,False,True,False,0,1,0
832,11241,6,5,8,0,9.32741204356202,False,False,False,True,0,1,0
968,10636,23,1,8,0,9.272093768251665,False,False,False,True,1,0,1
1669,4855,10,0,8,0,8.487970332739334,False,False,False,True,0,1,0
1592,274759,10,4,8,1,12.523653268327818,False,True,False,False,0,1,0
2982,265169,10,2,8,1,12.488126408723103,False,False,False,True,1,0,1
2559,6623,16,6,8,0,8.798454696065095,False,True,False,False,0,1,0
108,6344,20,5,8,0,8.755422380148488,False,False,False,True,0,1,0
2229,5062,10,0,8,0,8.529714471969909,True,False,False,False,0,1,0
1634,262935,20,5,8,1,12.479665935538852,False,True,False,False,0,1,0
1993,4190,19,6,8,0,8.340694647925071,False,True,False,False,0,1,0
2300,8927,15,5,8,0,9.096947684621092,False,False,False,True,0,1,0
1956,17877,0,0,8,0,9.791326185647797,False,False,True,False,0,1,0
2557,19530,23,5,8,0,9.879758225836891,False,False,False,True,0,1,0
1834,11844,9,1,8,0,9.379661116592885,False,True,False,False,0,1,0
416,5605,8,2,8,0,8.631592731724734,False,True,False,False,1,0,1
2318,18176,8,5,8,0,9.807912337613098,False,True,False,False,0,1,0
2604,227982,17,5,8,1,12.33702634375323,False,False,False,True,1,0,0
331,235117,22,0,8,1,12.367842794761962,False,False,False,True,1,0,0
1098,6820,8,6,8,0,8.82776136765472,False,True,False,False,0,1,0
2598,4575,15,6,8,0,8.428580533059634,False,False,False,True,0,1,1
2099,8951,12,2,8,0,9.09963224999176,True,False,False,False,0,1,0
1185,16207,2,0,8,0,9.693260226488464,False,True,False,False,0,1,0
1784,7019,12,1,8,0,8.856518497019858,False,True,False,False,0,1,0
389,12674,12,5,8,0,9.447386828459384,False,False,False,True,0,1,0
119,10503,0,0,8,0,9.259511415982631,False,True,False,False,1,0,0
1973,128789,0,4,8,1,11.765938449886717,False,False,False,True,0,1,0
2772,47487,18,3,8,0,10.768232326527052,False,True,False,False,1,0,0
722,8307,3,2,8,0,9.024974184996003,False,False,True,False,1,0,1
1780,31046,11,4,8,0,10.343257464336283,False,False,False,True,0,1,0
227,8413,3,4,8,0,9.037652264150466,False,False,False,True,1,0,1
2252,9562,1,0,8,0,9.165656764349542,False,False,False,True,0,1,0
2354,192600,1,1,8,1,12.16837597044068,False,False,True,False,1,0,0
2564,150017,20,3,8,1,11.918510565878968,True,False,False,False,0,1,0
2840,6574,8,5,8,0,8.791029857045965,False,True,False,False,0,1,0
684,8360,7,3,8,0,9.031333316150057,False,False,False,True,0,1,1
128,8170,2,1,8,0,9.008346579384707,False,True,False,False,0,1,0
436,11068,22,4,8,0,9.311903687385623,False,False,False,True,0,1,0
2745,11389,22,2,8,0,9.340491056441229,False,True,False,False,0,1,0
2609,191216,22,4,8,1,12.16116418778088,False,False,False,True,0,1,0
1636,13697,6,0,8,0,9.52500511575785,False,False,False,True,0,1,0
2767,5658,2,4,8,0,8.641002477142523,False,False,False,True,0,1,0
238,6731,14,4,8,0,8.814627555310697,False,False,True,False,0,1,0
1098,9846,21,4,8,0,9.194922119247803,False,False,False,True,0,1,0
605,12295,18,4,8,0,9.417029285218431,False,True,False,False,0,1,0
2212,6507,2,4,8,0,8.780787468338929,False,False,False,True,0,1,0
1457,12434,3,3,8,0,9.428270356237505,False,True,False,False,0,1,0
1678,22067,19,2,8,0,10.001883874392322,False,False,True,False,0,1,0
2415,2312,7,1,8,0,7.746300662231439,False,False,False,True,0,1,1
